,Edad,Sexo,Número_hijos,Nivel_educación,Estado_civil,Renta,Estado_laboral,Conocimiento_financiero,Patrimonio
9412,43,M,4,Uneducated,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9413,29,M,1,Uneducated,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9414,42,M,3,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9415,48,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9416,39,M,4,Unknown,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9417,51,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9418,41,M,2,College,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9419,42,M,4,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
9420,32,M,3,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9421,43,M,1,Graduate,Married,$120K +,Trabajando,No,$380K - $1.5M
9422,50,M,1,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9423,44,M,4,Doctorate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9424,36,M,4,High School,Single,$120K +,Trabajando,No,$380K - $1.5M
9425,44,F,4,Uneducated,Single,$40K - $60K,Trabajando,No,$50K - $90K
9426,47,F,3,Post-Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9427,45,F,4,College,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9428,53,F,2,Uneducated,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9429,43,M,3,Unknown,Married,$60K - $80K,Trabajando,No,$90K - $170K
9430,48,M,5,Unknown,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9431,37,M,1,Doctorate,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
9432,43,M,4,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9433,59,M,2,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9434,31,M,1,High School,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
9435,52,F,4,Uneducated,Divorced,0,Desempleado,Sí,$-30K - $10K
9436,41,M,3,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9437,53,F,2,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9438,55,M,3,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
9439,41,M,3,College,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9440,55,M,1,High School,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9441,31,F,1,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9442,48,M,3,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9443,42,M,2,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9444,57,M,4,Unknown,Divorced,$120K +,Trabajando,No,$380K - $1.5M
9445,34,M,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9446,54,M,2,Uneducated,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9447,46,F,2,Unknown,Married,0,Desempleado,No,$-30K - $10K
9448,38,M,2,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9449,40,M,5,Unknown,Single,$120K +,Trabajando,No,$380K - $1.5M
9450,56,F,2,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9451,44,M,3,Post-Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9452,39,M,2,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9453,42,M,5,Post-Graduate,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
9454,60,F,1,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
9455,35,M,3,College,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
9456,42,M,3,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9457,30,M,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9458,37,M,2,Uneducated,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
9459,37,F,1,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9460,43,M,2,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9461,34,M,3,High School,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
9462,48,M,3,Unknown,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
9463,31,M,0,Graduate,Divorced,$80K - $120K,Trabajando,Sí,$170K - $380K
9464,47,F,3,Doctorate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9465,51,M,1,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
9466,43,M,0,Post-Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9467,41,F,3,Graduate,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
9468,48,F,3,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9469,41,F,2,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9470,48,F,4,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
9471,40,M,4,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
9472,32,M,1,Uneducated,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9473,55,F,2,Unknown,Single,0,Desempleado,No,$-30K - $10K
9474,50,M,1,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9475,49,M,2,Unknown,Married,$60K - $80K,Trabajando,No,$90K - $170K
9476,37,F,0,Doctorate,Single,Less than $40K,Trabajando,No,$10K - $50K
9477,31,M,1,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9478,52,M,2,College,Married,$80K - $120K,Trabajando,No,$170K - $380K
9479,60,F,0,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9480,35,F,2,Unknown,Divorced,0,Desempleado,No,$-30K - $10K
9481,48,M,1,Uneducated,Married,$60K - $80K,Trabajando,No,$90K - $170K
9482,44,M,3,Graduate,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
9483,44,F,2,Graduate,Unknown,$40K - $60K,Trabajando,No,$50K - $90K
9484,31,M,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9485,56,M,1,Uneducated,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9486,46,M,2,Uneducated,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9487,29,M,1,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
9488,37,F,2,Post-Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9489,32,M,1,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9490,52,M,2,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
9491,58,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9492,41,M,4,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9493,50,F,4,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9494,29,M,1,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9495,32,F,0,High School,Divorced,Less than $40K,Trabajando,No,$10K - $50K
9496,52,F,1,College,Unknown,Less than $40K,Trabajando,No,$10K - $50K
9497,48,M,2,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
9498,33,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9499,51,F,2,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9500,46,M,2,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
9501,47,M,2,Unknown,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
9502,32,M,1,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
9503,50,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9504,28,F,1,Post-Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9505,44,M,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9506,43,M,2,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
9507,50,F,1,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9508,53,F,2,Post-Graduate,Single,0,Desempleado,Sí,$-30K - $10K
9509,58,F,3,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9510,51,F,0,Doctorate,Single,Less than $40K,Trabajando,No,$10K - $50K
9511,39,F,0,College,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9512,42,M,4,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9513,44,M,3,Graduate,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
9514,44,F,4,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
9515,46,M,4,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
9516,39,M,3,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9517,45,M,3,Post-Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9518,41,F,2,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9519,42,F,3,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
9520,38,F,1,College,Single,Less than $40K,Trabajando,No,$10K - $50K
9521,36,M,2,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
9522,43,F,3,High School,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
9523,51,F,3,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9524,52,M,3,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9525,50,F,3,Graduate,Divorced,0,Desempleado,No,$-30K - $10K
9526,49,M,4,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9527,44,M,4,Unknown,Single,$80K - $120K,Trabajando,No,$170K - $380K
9528,43,F,4,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
9529,48,F,3,Unknown,Unknown,$40K - $60K,Trabajando,No,$50K - $90K
9530,55,M,3,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9531,48,M,4,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9532,45,M,4,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9533,54,M,1,Graduate,Divorced,$80K - $120K,Trabajando,Sí,$170K - $380K
9534,47,F,4,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
9535,39,M,1,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9536,47,M,2,Uneducated,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9537,51,M,2,Unknown,Single,$120K +,Trabajando,No,$380K - $1.5M
9538,49,F,3,Graduate,Divorced,0,Desempleado,No,$-30K - $10K
9539,58,F,1,Unknown,Married,$40K - $60K,Trabajando,No,$50K - $90K
9540,40,M,2,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
9541,60,F,1,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9542,53,M,1,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
9543,45,M,2,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9544,49,M,2,Uneducated,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9545,48,F,3,Post-Graduate,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
9546,44,M,3,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9547,29,F,1,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
9548,42,M,4,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
9549,45,F,3,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9550,45,F,2,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
9551,46,M,0,College,Single,$80K - $120K,Trabajando,No,$170K - $380K
9552,39,M,2,Unknown,Married,$120K +,Trabajando,Sí,$380K - $1.5M
9553,32,M,2,Uneducated,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9554,38,M,2,High School,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9555,50,F,4,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9556,50,F,2,High School,Married,0,Desempleado,Sí,$-30K - $10K
9557,37,F,2,Unknown,Married,0,Desempleado,No,$-30K - $10K
9558,42,M,2,College,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9559,53,M,1,College,Married,$80K - $120K,Trabajando,No,$170K - $380K
9560,52,M,1,High School,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9561,57,M,2,Post-Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9562,46,M,1,Uneducated,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9563,60,M,0,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9564,40,M,3,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9565,49,M,3,Uneducated,Married,$120K +,Trabajando,No,$380K - $1.5M
9566,56,M,2,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9567,55,M,1,College,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9568,55,F,2,Graduate,Married,0,Desempleado,No,$-30K - $10K
9569,55,F,3,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9570,31,M,2,Unknown,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
9571,44,F,4,Graduate,Single,0,Desempleado,No,$-30K - $10K
9572,54,M,2,Graduate,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
9573,58,M,1,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9574,53,M,2,High School,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9575,59,F,1,Uneducated,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9576,54,M,1,Unknown,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9577,32,M,1,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
9578,48,M,5,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9579,54,M,3,Graduate,Married,$120K +,Trabajando,No,$380K - $1.5M
9580,32,M,0,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9581,42,M,2,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9582,42,M,3,Uneducated,Married,$120K +,Trabajando,Sí,$380K - $1.5M
9583,29,M,0,Post-Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9584,43,M,3,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9585,45,M,3,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9586,56,F,1,High School,Married,0,Desempleado,Sí,$-30K - $10K
9587,46,M,4,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
9588,41,F,2,Doctorate,Married,0,Desempleado,Sí,$-30K - $10K
9589,50,F,2,Graduate,Married,0,Desempleado,No,$-30K - $10K
9590,52,F,2,College,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
9591,52,F,2,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9592,32,F,0,High School,Single,0,Desempleado,No,$-30K - $10K
9593,52,F,1,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9594,60,M,1,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
9595,44,F,0,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9596,48,F,4,Uneducated,Married,0,Desempleado,No,$-30K - $10K
9597,57,M,1,Post-Graduate,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
9598,52,F,2,High School,Divorced,Less than $40K,Trabajando,No,$10K - $50K
9599,34,M,3,Post-Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9600,40,M,2,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
9601,45,M,4,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
9602,59,M,0,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
9603,43,M,3,Unknown,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
9604,30,M,2,College,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9605,38,F,1,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
9606,42,M,4,Doctorate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9607,50,M,1,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
9608,49,M,4,College,Single,$60K - $80K,Trabajando,No,$90K - $170K
9609,58,M,4,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9610,54,F,1,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
9611,39,F,3,Graduate,Unknown,Less than $40K,Trabajando,No,$10K - $50K
9612,48,F,1,Uneducated,Single,$40K - $60K,Trabajando,No,$50K - $90K
9613,36,M,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9614,56,F,1,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9615,57,F,2,Unknown,Married,$40K - $60K,Trabajando,No,$50K - $90K
9616,47,F,2,High School,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9617,27,M,1,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9618,42,M,3,Uneducated,Married,$120K +,Trabajando,No,$380K - $1.5M
9619,53,M,3,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
9620,57,F,3,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
9621,50,F,0,Post-Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
9622,50,M,4,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9623,51,F,1,High School,Single,0,Desempleado,Sí,$-30K - $10K
9624,61,M,0,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9625,30,F,0,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9626,60,M,0,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
9627,43,M,2,Post-Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9628,41,F,4,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
9629,42,M,2,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9630,36,M,2,High School,Married,$120K +,Trabajando,Sí,$380K - $1.5M
9631,27,F,1,High School,Married,0,Desempleado,Sí,$-30K - $10K
9632,59,M,0,College,Married,$80K - $120K,Trabajando,No,$170K - $380K
9633,59,F,1,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9634,55,M,1,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9635,56,F,1,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
9636,34,M,3,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9637,49,M,2,Uneducated,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9638,32,M,1,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
9639,49,F,3,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
9640,60,F,1,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
9641,51,F,3,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
9642,39,M,2,College,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9643,54,F,2,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9644,53,M,5,Graduate,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9645,35,M,3,Post-Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9646,47,M,2,Uneducated,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9647,52,M,5,Unknown,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9648,57,F,2,Doctorate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9649,47,F,3,Uneducated,Single,0,Desempleado,No,$-30K - $10K
9650,54,F,1,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9651,39,M,1,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
9652,50,M,4,High School,Married,$120K +,Trabajando,Sí,$380K - $1.5M
9653,60,F,1,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
9654,41,M,2,Uneducated,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9655,50,M,2,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9656,51,M,0,Unknown,Married,$80K - $120K,Trabajando,No,$170K - $380K
9657,56,M,3,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9658,41,M,3,College,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9659,44,F,5,Post-Graduate,Unknown,Less than $40K,Trabajando,No,$10K - $50K
9660,36,M,1,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9661,31,M,0,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9662,49,F,1,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9663,40,F,3,College,Single,Less than $40K,Trabajando,No,$10K - $50K
9664,49,F,4,High School,Single,0,Desempleado,No,$-30K - $10K
9665,46,M,4,Unknown,Married,$80K - $120K,Trabajando,No,$170K - $380K
9666,54,M,1,Unknown,Single,$80K - $120K,Trabajando,No,$170K - $380K
9667,29,M,1,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9668,46,M,3,College,Married,$60K - $80K,Trabajando,No,$90K - $170K
9669,50,M,1,Unknown,Single,$120K +,Trabajando,No,$380K - $1.5M
9670,49,F,3,Graduate,Single,0,Desempleado,No,$-30K - $10K
9671,50,M,2,College,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9672,60,M,1,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9673,55,F,2,Doctorate,Married,Less than $40K,Trabajando,No,$10K - $50K
9674,57,M,3,Post-Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9675,47,M,3,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9676,45,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9677,45,F,5,Unknown,Unknown,Less than $40K,Trabajando,No,$10K - $50K
9678,55,F,1,College,Single,Less than $40K,Trabajando,No,$10K - $50K
9679,39,M,1,College,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9680,35,F,0,Doctorate,Married,Less than $40K,Trabajando,No,$10K - $50K
9681,40,F,4,Uneducated,Married,0,Desempleado,No,$-30K - $10K
9682,49,M,4,Post-Graduate,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9683,32,M,3,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9684,46,M,1,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9685,42,F,3,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9686,51,M,1,Uneducated,Married,$60K - $80K,Trabajando,No,$90K - $170K
9687,52,M,1,Unknown,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9688,43,M,5,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9689,38,M,1,Uneducated,Unknown,$40K - $60K,Trabajando,No,$50K - $90K
9690,44,M,3,College,Married,$60K - $80K,Trabajando,No,$90K - $170K
9691,47,F,4,High School,Unknown,0,Desempleado,No,$-30K - $10K
9692,56,M,2,Graduate,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9693,32,M,0,College,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9694,41,F,3,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9695,41,F,4,Unknown,Single,0,Desempleado,Sí,$-30K - $10K
9696,31,F,0,Post-Graduate,Single,0,Desempleado,Sí,$-30K - $10K
9697,45,F,4,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9698,50,F,0,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9699,31,M,0,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9700,47,M,2,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9701,42,M,4,Graduate,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
9702,48,F,2,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9703,52,M,3,Unknown,Single,$80K - $120K,Trabajando,No,$170K - $380K
9704,45,M,2,Uneducated,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9705,48,F,3,Uneducated,Divorced,Less than $40K,Trabajando,No,$10K - $50K
9706,53,F,2,High School,Married,0,Desempleado,No,$-30K - $10K
9707,58,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9708,36,F,2,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
9709,45,M,3,Doctorate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9710,41,F,1,High School,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
9711,43,M,5,Post-Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9712,49,M,4,Post-Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9713,53,F,1,Unknown,Unknown,Less than $40K,Trabajando,No,$10K - $50K
9714,39,M,2,Uneducated,Married,$120K +,Trabajando,No,$380K - $1.5M
9715,50,F,1,Graduate,Single,0,Desempleado,Sí,$-30K - $10K
9716,38,M,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9717,43,M,3,Uneducated,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9718,55,F,2,College,Married,$40K - $60K,Trabajando,No,$50K - $90K
9719,39,F,2,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
9720,38,M,1,High School,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9721,37,M,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9722,48,F,2,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
9723,34,M,1,Uneducated,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9724,50,M,3,College,Single,$80K - $120K,Trabajando,No,$170K - $380K
9725,41,M,3,Doctorate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9726,49,F,2,Post-Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9727,37,M,1,Uneducated,Married,$120K +,Trabajando,No,$380K - $1.5M
